order_id,customer_id,order_date,total_amount,order_level_payment_status,product_id,product_name,category,price,payment_id,payment_method,transaction_payment_status
1,101,2025-03-01 10:00:00,150.00,Paid,201,Laptop,Electronics,1200.00,301,Credit Card,Completed
1,101,2025-03-01 10:00:00,150.00,Paid,202,Wireless Mouse,Electronics,30.00,301,Credit Card,Completed
2,102,2025-03-01 11:30:00,50.00,Pending,203,Casual T-Shirt,Apparel,25.00,302,PayPal,Pending
3,103,2025-03-02 12:45:00,200.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,303,Bank Transfer,Completed
3,103,2025-03-02 12:45:00,200.00,Paid,205,Mechanical Keyboard,Electronics,60.00,303,Bank Transfer,Completed
4,104,2025-03-02 14:00:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,304,Credit Card,Completed
5,105,2025-03-03 09:15:00,30.00,Refunded,207,Sci-Fi Novel,Books,15.00,305,PayPal,Refunded
5,105,2025-03-03 09:15:00,30.00,Refunded,208,Reading Light,Books,10.00,305,PayPal,Refunded
6,106,2025-03-03 16:30:00,120.00,Paid,209,Smartwatch,Electronics,120.00,306,Credit Card,Completed
7,107,2025-03-04 08:45:00,45.00,Pending,210,Running Shoes,Apparel,45.00,307,Bank Transfer,Pending
8,108,2025-03-04 13:00:00,80.00,Paid,211,Blender,Home Goods,80.00,308,Credit Card,Completed
9,109,2025-03-05 10:10:00,25.00,Paid,212,Yoga Mat,Sports,25.00,309,PayPal,Completed
10,110,2025-03-05 15:20:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,310,Credit Card,Completed
11,101,2025-03-06 09:00:00,18.00,Paid,203,Casual T-Shirt,Apparel,25.00,311,PayPal,Completed
12,102,2025-03-06 14:00:00,15.00,Pending,207,Sci-Fi Novel,Books,15.00,312,Credit Card,Pending
13,103,2025-03-07 11:00:00,45.00,Paid,210,Running Shoes,Apparel,45.00,313,Bank Transfer,Completed
14,104,2025-03-07 16:00:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,314,Credit Card,Completed
15,105,2025-03-08 08:30:00,120.00,Refunded,209,Smartwatch,Electronics,120.00,315,PayPal,Refunded
16,106,2025-03-08 13:40:00,80.00,Paid,211,Blender,Home Goods,80.00,316,Credit Card,Completed
17,107,2025-03-09 10:50:00,25.00,Paid,212,Yoga Mat,Sports,25.00,317,PayPal,Completed
18,108,2025-03-09 15:10:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,318,Bank Transfer,Completed
19,109,2025-03-10 09:20:00,30.00,Pending,202,Wireless Mouse,Electronics,30.00,319,Credit Card,Pending
20,110,2025-03-10 14:30:00,1200.00,Paid,201,Laptop,Electronics,1200.00,320,PayPal,Completed
21,101,2025-03-11 11:40:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,321,Bank Transfer,Completed
22,102,2025-03-11 16:50:00,10.00,Paid,208,Reading Light,Books,10.00,322,Credit Card,Completed
23,103,2025-03-12 09:00:00,350.00,Pending,213,Gaming Monitor,Electronics,350.00,323,PayPal,Pending
24,104,2025-03-12 13:10:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,324,Credit Card,Completed
25,105,2025-03-13 10:20:00,45.00,Refunded,210,Running Shoes,Apparel,45.00,325,Bank Transfer,Refunded
26,106,2025-03-13 15:30:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,326,Credit Card,Completed
27,107,2025-03-14 09:40:00,120.00,Paid,209,Smartwatch,Electronics,120.00,327,PayPal,Completed
28,108,2025-03-14 14:50:00,80.00,Paid,211,Blender,Home Goods,80.00,328,Bank Transfer,Completed
29,109,2025-03-15 11:00:00,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,329,Credit Card,Pending
30,110,2025-03-15 16:10:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,330,PayPal,Completed
31,101,2025-03-16 09:20:00,1200.00,Paid,201,Laptop,Electronics,1200.00,331,Bank Transfer,Completed
32,102,2025-03-16 14:30:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,332,Credit Card,Completed
33,103,2025-03-17 11:40:00,10.00,Pending,208,Reading Light,Books,10.00,333,PayPal,Pending
34,104,2025-03-17 16:50:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,334,Credit Card,Completed
35,105,2025-03-18 09:00:00,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,335,Bank Transfer,Refunded
36,106,2025-03-18 13:10:00,45.00,Paid,210,Running Shoes,Apparel,45.00,336,Credit Card,Completed
37,107,2025-03-19 10:20:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,337,PayPal,Completed
38,108,2025-03-19 15:30:00,120.00,Paid,209,Smartwatch,Electronics,120.00,338,Bank Transfer,Completed
39,109,2025-03-20 09:40:00,80.00,Pending,211,Blender,Home Goods,80.00,339,Credit Card,Pending
40,110,2025-03-20 14:50:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,340,PayPal,Completed
41,101,2025-03-21 11:00:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,341,Bank Transfer,Completed
42,102,2025-03-21 16:10:00,1200.00,Paid,201,Laptop,Electronics,1200.00,342,Credit Card,Completed
43,103,2025-03-22 09:20:00,75.50,Pending,206,Espresso Machine,Home Goods,75.50,343,PayPal,Pending
44,104,2025-03-22 14:30:00,10.00,Paid,208,Reading Light,Books,10.00,344,Credit Card,Completed
45,105,2025-03-23 11:40:00,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,345,Bank Transfer,Refunded
46,106,2025-03-23 16:50:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,346,Credit Card,Completed
47,107,2025-03-24 09:00:00,45.00,Paid,210,Running Shoes,Apparel,45.00,347,PayPal,Completed
48,108,2025-03-24 13:10:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,348,Bank Transfer,Completed
49,109,2025-03-25 10:20:00,120.00,Pending,209,Smartwatch,Electronics,120.00,349,Credit Card,Pending
50,110,2025-03-25 15:30:00,80.00,Paid,211,Blender,Home Goods,80.00,350,PayPal,Completed
51,101,2025-03-26 09:40:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,351,Bank Transfer,Completed
52,102,2025-03-26 14:50:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,352,Credit Card,Completed
53,103,2025-03-27 11:00:00,1200.00,Pending,201,Laptop,Electronics,1200.00,353,PayPal,Pending
54,104,2025-03-27 16:10:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,354,Credit Card,Completed
55,105,2025-03-28 09:20:00,10.00,Refunded,208,Reading Light,Books,10.00,355,Bank Transfer,Refunded
56,106,2025-03-28 14:30:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,356,Credit Card,Completed
57,107,2025-03-29 11:40:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,357,PayPal,Completed
58,108,2025-03-29 16:50:00,45.00,Paid,210,Running Shoes,Apparel,45.00,358,Bank Transfer,Completed
59,109,2025-03-30 09:00:00,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,359,Credit Card,Pending
60,110,2025-03-30 13:10:00,120.00,Paid,209,Smartwatch,Electronics,120.00,360,PayPal,Completed
61,101,2025-03-31 10:20:00,80.00,Paid,211,Blender,Home Goods,80.00,361,Bank Transfer,Completed
62,102,2025-03-31 15:30:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,362,Credit Card,Completed
63,103,2025-04-01 09:40:00,30.00,Pending,202,Wireless Mouse,Electronics,30.00,363,PayPal,Pending
64,104,2025-04-01 14:50:00,1200.00,Paid,201,Laptop,Electronics,1200.00,364,Credit Card,Completed
65,105,2025-04-02 11:00:00,75.50,Refunded,206,Espresso Machine,Home Goods,75.50,365,Bank Transfer,Refunded
66,106,2025-04-02 16:10:00,10.00,Paid,208,Reading Light,Books,10.00,366,Credit Card,Completed
67,107,2025-04-03 09:20:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,367,PayPal,Completed
68,108,2025-04-03 14:30:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,368,Bank Transfer,Completed
69,109,2025-04-04 11:40:00,45.00,Pending,210,Running Shoes,Apparel,45.00,369,Credit Card,Pending
70,110,2025-04-04 16:50:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,370,PayPal,Completed
71,101,2025-04-05 09:00:00,120.00,Paid,209,Smartwatch,Electronics,120.00,371,Bank Transfer,Completed
72,102,2025-04-05 13:10:00,80.00,Paid,211,Blender,Home Goods,80.00,372,Credit Card,Completed
73,103,2025-04-06 10:20:00,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,373,PayPal,Pending
74,104,2025-04-06 15:30:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,374,Credit Card,Completed
75,105,2025-04-07 09:40:00,1200.00,Refunded,201,Laptop,Electronics,1200.00,375,Bank Transfer,Refunded
76,106,2025-04-07 14:50:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,376,Credit Card,Completed
77,107,2025-04-08 11:00:00,10.00,Paid,208,Reading Light,Books,10.00,377,PayPal,Completed
78,108,2025-04-08 16:10:00,350.00,Pending,213,Gaming Monitor,Electronics,350.00,378,Bank Transfer,Pending
79,109,2025-04-09 09:20:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,379,Credit Card,Completed
80,110,2025-04-09 14:30:00,45.00,Paid,210,Running Shoes,Apparel,45.00,380,PayPal,Completed
81,101,2025-04-10 11:40:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,381,Bank Transfer,Completed
82,102,2025-04-10 16:50:00,120.00,Paid,209,Smartwatch,Electronics,120.00,382,Credit Card,Completed
83,103,2025-04-11 09:00:00,80.00,Pending,211,Blender,Home Goods,80.00,383,PayPal,Pending
84,104,2025-04-11 13:10:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,384,Credit Card,Completed
85,105,2025-04-12 10:20:00,30.00,Refunded,202,Wireless Mouse,Electronics,30.00,385,Bank Transfer,Refunded
86,106,2025-04-12 15:30:00,1200.00,Paid,201,Laptop,Electronics,1200.00,386,Credit Card,Completed
87,107,2025-04-13 09:40:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,387,PayPal,Completed
88,108,2025-04-13 14:50:00,10.00,Pending,208,Reading Light,Books,10.00,388,Bank Transfer,Pending
89,109,2025-04-14 11:00:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,389,Credit Card,Completed
90,110,2025-04-14 16:10:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,390,PayPal,Completed
91,101,2025-04-15 09:20:00,45.00,Paid,210,Running Shoes,Apparel,45.00,391,Bank Transfer,Completed
92,102,2025-04-15 14:30:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,392,Credit Card,Completed
93,103,2025-04-16 11:40:00,120.00,Pending,209,Smartwatch,Electronics,120.00,393,PayPal,Pending
94,104,2025-04-16 16:50:00,80.00,Paid,211,Blender,Home Goods,80.00,394,Credit Card,Completed
95,105,2025-04-17 09:00:00,180.00,Refunded,204,Noise-Cancelling Headphones,Electronics,180.00,395,Bank Transfer,Refunded
96,106,2025-04-17 13:10:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,396,Credit Card,Completed
97,107,2025-04-18 10:20:00,1200.00,Paid,201,Laptop,Electronics,1200.00,397,PayPal,Completed
98,108,2025-04-18 15:30:00,75.50,Pending,206,Espresso Machine,Home Goods,75.50,398,Bank Transfer,Pending
99,109,2025-04-19 09:40:00,10.00,Paid,208,Reading Light,Books,10.00,399,Credit Card,Completed
100,110,2025-04-19 14:50:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,400,PayPal,Completed
101,101,2025-04-20 11:00:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,401,Bank Transfer,Completed
102,102,2025-04-20 16:10:00,45.00,Pending,210,Running Shoes,Apparel,45.00,402,Credit Card,Pending
103,103,2025-04-21 09:20:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,403,PayPal,Completed
104,104,2025-04-21 14:30:00,120.00,Paid,209,Smartwatch,Electronics,120.00,404,Credit Card,Completed
105,105,2025-04-22 11:40:00,80.00,Refunded,211,Blender,Home Goods,80.00,405,Bank Transfer,Refunded
106,106,2025-04-22 16:50:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,406,Credit Card,Completed
107,107,2025-04-23 09:00:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,407,PayPal,Completed
108,108,2025-04-23 13:10:00,1200.00,Pending,201,Laptop,Electronics,1200.00,408,Bank Transfer,Pending
109,109,2025-04-24 10:20:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,409,Credit Card,Completed
110,110,2025-04-24 15:30:00,10.00,Paid,208,Reading Light,Books,10.00,410,PayPal,Completed
111,101,2025-04-25 09:40:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,411,Bank Transfer,Completed
112,102,2025-04-25 14:50:00,25.00,Pending,203,Casual T-Shirt,Apparel,25.00,412,Credit Card,Pending
113,103,2025-04-26 11:00:00,45.00,Paid,210,Running Shoes,Apparel,45.00,413,PayPal,Completed
114,104,2025-04-26 16:10:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,414,Bank Transfer,Completed
115,105,2025-04-27 09:20:00,120.00,Refunded,209,Smartwatch,Electronics,120.00,415,Credit Card,Refunded
116,106,2025-04-27 14:30:00,80.00,Paid,211,Blender,Home Goods,80.00,416,PayPal,Completed
117,107,2025-04-28 11:40:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,417,Bank Transfer,Completed
118,108,2025-04-28 16:50:00,30.00,Pending,202,Wireless Mouse,Electronics,30.00,418,Credit Card,Pending
119,109,2025-04-29 09:00:00,1200.00,Paid,201,Laptop,Electronics,1200.00,419,PayPal,Completed
120,110,2025-04-29 13:10:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,420,Bank Transfer,Completed
121,101,2025-04-30 10:20:00,10.00,Paid,208,Reading Light,Books,10.00,421,Credit Card,Completed
122,102,2025-04-30 15:30:00,350.00,Pending,213,Gaming Monitor,Electronics,350.00,422,PayPal,Pending
123,103,2025-05-01 09:40:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,423,Bank Transfer,Completed
124,104,2025-05-01 14:50:00,45.00,Paid,210,Running Shoes,Apparel,45.00,424,Credit Card,Completed
125,105,2025-05-02 11:00:00,60.00,Refunded,205,Mechanical Keyboard,Electronics,60.00,425,PayPal,Refunded
126,106,2025-05-02 16:10:00,120.00,Paid,209,Smartwatch,Electronics,120.00,426,Bank Transfer,Completed
127,107,2025-05-03 09:20:00,80.00,Paid,211,Blender,Home Goods,80.00,427,Credit Card,Completed
128,108,2025-05-03 14:30:00,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,428,PayPal,Pending
129,109,2025-05-04 11:40:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,429,Bank Transfer,Completed
130,110,2025-05-04 16:50:00,1200.00,Paid,201,Laptop,Electronics,1200.00,430,Credit Card,Completed
131,101,2025-05-05 09:00:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,431,PayPal,Completed
132,102,2025-05-05 13:10:00,10.00,Pending,208,Reading Light,Books,10.00,432,Bank Transfer,Pending
133,103,2025-05-06 10:20:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,433,Credit Card,Completed
134,104,2025-05-06 15:30:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,434,PayPal,Completed
135,105,2025-05-07 09:40:00,45.00,Refunded,210,Running Shoes,Apparel,45.00,435,Bank Transfer,Refunded
136,106,2025-05-07 14:50:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,436,Credit Card,Completed
137,107,2025-05-08 11:00:00,120.00,Paid,209,Smartwatch,Electronics,120.00,437,PayPal,Completed
138,108,2025-05-08 16:10:00,80.00,Paid,211,Blender,Home Goods,80.00,438,Bank Transfer,Completed
139,109,2025-05-09 09:20:00,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,439,Credit Card,Pending
140,110,2025-05-09 14:30:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,440,PayPal,Completed
141,101,2025-05-10 11:40:00,1200.00,Paid,201,Laptop,Electronics,1200.00,441,Bank Transfer,Completed
142,102,2025-05-10 16:50:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,442,Credit Card,Completed
143,103,2025-05-11 09:00:00,10.00,Pending,208,Reading Light,Books,10.00,443,PayPal,Pending
144,104,2025-05-11 13:10:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,444,Bank Transfer,Completed
145,105,2025-05-12 10:20:00,25.00,Refunded,203,Casual T-Shirt,Apparel,25.00,445,Credit Card,Refunded
146,106,2025-05-12 15:30:00,45.00,Paid,210,Running Shoes,Apparel,45.00,446,PayPal,Completed
147,107,2025-05-13 09:40:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,447,Bank Transfer,Completed
148,108,2025-05-13 14:50:00,120.00,Pending,209,Smartwatch,Electronics,120.00,448,Credit Card,Pending
149,109,2025-05-14 11:00:00,80.00,Paid,211,Blender,Home Goods,80.00,449,PayPal,Completed
150,110,2025-05-14 16:10:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,450,Bank Transfer,Completed
151,101,2025-05-15 09:20:00,30.00,Paid,202,Wireless Mouse,Electronics,30.00,451,Credit Card,Completed
152,102,2025-05-15 14:30:00,1200.00,Pending,201,Laptop,Electronics,1200.00,452,PayPal,Pending
153,103,2025-05-16 11:40:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,453,Bank Transfer,Completed
154,104,2025-05-16 16:50:00,10.00,Paid,208,Reading Light,Books,10.00,454,Credit Card,Completed
155,105,2025-05-17 09:00:00,350.00,Refunded,213,Gaming Monitor,Electronics,350.00,455,PayPal,Refunded
156,106,2025-05-17 13:10:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,456,Bank Transfer,Completed
157,107,2025-05-18 10:20:00,45.00,Paid,210,Running Shoes,Apparel,45.00,457,Credit Card,Completed
158,108,2025-05-18 15:30:00,60.00,Pending,205,Mechanical Keyboard,Electronics,60.00,458,PayPal,Pending
159,109,2025-05-19 09:40:00,120.00,Paid,209,Smartwatch,Electronics,120.00,459,Bank Transfer,Completed
160,110,2025-05-19 14:50:00,80.00,Paid,211,Blender,Home Goods,80.00,460,Credit Card,Completed
161,101,2025-05-20 11:00:00,180.00,Paid,204,Noise-Cancelling Headphones,Electronics,180.00,461,PayPal,Completed
162,102,2025-05-20 16:10:00,30.00,Pending,202,Wireless Mouse,Electronics,30.00,462,Bank Transfer,Pending
163,103,2025-05-21 09:20:00,1200.00,Paid,201,Laptop,Electronics,1200.00,463,Credit Card,Completed
164,104,2025-05-21 14:30:00,75.50,Paid,206,Espresso Machine,Home Goods,75.50,464,PayPal,Completed
165,105,2025-05-22 11:40:00,10.00,Refunded,208,Reading Light,Books,10.00,465,Bank Transfer,Refunded
166,106,2025-05-22 16:50:00,350.00,Paid,213,Gaming Monitor,Electronics,350.00,466,Credit Card,Completed
167,107,2025-05-23 09:00:00,25.00,Paid,203,Casual T-Shirt,Apparel,25.00,467,PayPal,Completed
168,108,2025-05-23 13:10:00,45.00,Pending,210,Running Shoes,Apparel,45.00,468,Bank Transfer,Pending
169,109,2025-05-24 10:20:00,60.00,Paid,205,Mechanical Keyboard,Electronics,60.00,469,Credit Card,Completed
170,110,2025-05-24 15:30:00,120.00,Paid,209,Smartwatch,Electronics,120.00,470,PayPal,Completed
171,101,2025-05-25 09:40:00,80.00,Paid,211,Blender,Home Goods,80.00,471,Bank Transfer,Completed
172,102,2025-05-25 14:50:00,180.00,Pending,204,Noise-Cancelling Headphones,Electronics,180.00,472,Credit Card,Pending
